version	upstream_sha	upstream_file	cpp_type	cpp_field	cpp_declared_type	declaration_line	configuration	rust_owner	rust_field	construction_and_publication	mutation_thread	submission_and_completion	destruction_order	null_and_failure	safe_rust_adaptation	mapping_status	translation_status	evidence
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_context.hpp	RenderContext::DrawSortEntry	sortKey	int64_t	425	all	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/render_context_hpp.rs	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/render_context_hpp.rs::render_context__draw_sort_entry.sort_key (i64)	Pinned declaration `int64_t sortKey;` makes RenderContext::DrawSortEntry.sortKey copied value state. Construct it inside RenderContext::DrawSortEntry and publish the enclosing owner only after this field's initializer and every earlier field initializer succeed.	RenderContext::DrawSortEntry.sortKey: Only source methods of the enclosing owner may update this value; copy the exact write sites and keep renderer-recording-thread confinement unless the source declares synchronization.	RenderContext::DrawSortEntry.sortKey is copied value state copied into or read while building flush state. Snapshot it before submission when consumed by GPU work; the plain value itself owns no completion resource.	RenderContext::DrawSortEntry.sortKey: This field has no independent heap/native ownership and drops with the enclosing record after later-declared dependents.	RenderContext::DrawSortEntry.sortKey: The declaration does not establish a nullable owner. Preserve its exact default/constructor value and source assertions; conversion or allocation failure must abort enclosing-owner publication.	Translate exactly as i64. Use the concrete i64 copied value type with the pinned signedness, width, enum discriminants, and record layout.	prepared	verified	cpp:renderer/include/rive/renderer/render_context.hpp:425;cpp:renderer/include/rive/renderer/render_context.hpp:425-425
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_context.hpp	RenderContext::DrawSortEntry	drawIndex	int16_t	426	all	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/render_context_hpp.rs	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/render_context_hpp.rs::render_context__draw_sort_entry.draw_index (i16)	Pinned declaration `int16_t drawIndex;` makes RenderContext::DrawSortEntry.drawIndex copied value state. Construct it inside RenderContext::DrawSortEntry and publish the enclosing owner only after this field's initializer and every earlier field initializer succeed.	RenderContext::DrawSortEntry.drawIndex: Only source methods of the enclosing owner may update this value; copy the exact write sites and keep renderer-recording-thread confinement unless the source declares synchronization.	RenderContext::DrawSortEntry.drawIndex is copied value state copied into or read while building flush state. Snapshot it before submission when consumed by GPU work; the plain value itself owns no completion resource.	RenderContext::DrawSortEntry.drawIndex: This field has no independent heap/native ownership and drops with the enclosing record after later-declared dependents.	RenderContext::DrawSortEntry.drawIndex: The declaration does not establish a nullable owner. Preserve its exact default/constructor value and source assertions; conversion or allocation failure must abort enclosing-owner publication.	Translate exactly as i16. Use the concrete i16 copied value type with the pinned signedness, width, enum discriminants, and record layout.	prepared	verified	cpp:renderer/include/rive/renderer/render_context.hpp:426;cpp:renderer/include/rive/renderer/render_context.hpp:426-426
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_context.hpp	RenderContext::LogicalFlush	m_ctx	RenderContext *const	821	all	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/render_context_hpp.rs	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/render_context_hpp.rs::render_context__logical_flush.m_ctx (&'ctx RenderContext constructor-bound immutable borrow)	The constructor requires a live RenderContext and stores one non-null immutable borrow before LogicalFlush publication; the const pointer value never changes.	RenderContext::LogicalFlush.m_ctx: The declaration is const after construction; only construction or move-publication may establish its value.	RenderContext::LogicalFlush.m_ctx is raw pointer link; any pointee, element, mapped range, or native resource referenced by an encoded flush must remain reachable through the frame/command lease until completion. Pure CPU-only instances require no extra completion retain.	LogicalFlush must drop before the borrowed RenderContext; the borrow never deletes or retains the context.	No null state is legal: construction without a live RenderContext is rejected by the Rust type and cannot publish a LogicalFlush.	Translate exactly as `&'ctx RenderContext`; this is a required constructor-bound const borrow, not Option and not NonNull choice text.	prepared	verified	cpp:renderer/include/rive/renderer/render_context.hpp:821;cpp:renderer/include/rive/renderer/render_context.hpp:821-821
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_context.hpp	RenderContext::LogicalFlush	m_resourceCounts	ResourceCounters	825	all	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/render_context_hpp.rs	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/render_context_hpp.rs::render_context__logical_flush.m_resource_counts (ResourceCounters)	Pinned declaration `ResourceCounters m_resourceCounts;` makes RenderContext::LogicalFlush.m_resourceCounts copied value state. Construct it inside RenderContext::LogicalFlush and publish the enclosing owner only after this field's initializer and every earlier field initializer succeed.	RenderContext::LogicalFlush.m_resourceCounts: Only source methods of the enclosing owner may update this value; copy the exact write sites and keep renderer-recording-thread confinement unless the source declares synchronization.	RenderContext::LogicalFlush.m_resourceCounts is copied value state copied into or read while building flush state. Snapshot it before submission when consumed by GPU work; the plain value itself owns no completion resource.	RenderContext::LogicalFlush.m_resourceCounts: This field has no independent heap/native ownership and drops with the enclosing record after later-declared dependents.	RenderContext::LogicalFlush.m_resourceCounts: The declaration does not establish a nullable owner. Preserve its exact default/constructor value and source assertions; conversion or allocation failure must abort enclosing-owner publication.	Translate exactly as ResourceCounters. Use the concrete ResourceCounters copied value type with the pinned signedness, width, enum discriminants, and record layout.	prepared	verified	cpp:renderer/include/rive/renderer/render_context.hpp:825;cpp:renderer/include/rive/renderer/render_context.hpp:825-825
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_context.hpp	RenderContext::LogicalFlush	m_drawPassCount	int	829	all	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/render_context_hpp.rs	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/render_context_hpp.rs::render_context__logical_flush.m_draw_pass_count (i32)	Pinned declaration `int m_drawPassCount;` makes RenderContext::LogicalFlush.m_drawPassCount copied value state. Construct it inside RenderContext::LogicalFlush and publish the enclosing owner only after this field's initializer and every earlier field initializer succeed.	RenderContext::LogicalFlush.m_drawPassCount: Only source methods of the enclosing owner may update this value; copy the exact write sites and keep renderer-recording-thread confinement unless the source declares synchronization.	RenderContext::LogicalFlush.m_drawPassCount is copied value state copied into or read while building flush state. Snapshot it before submission when consumed by GPU work; the plain value itself owns no completion resource.	RenderContext::LogicalFlush.m_drawPassCount: This field has no independent heap/native ownership and drops with the enclosing record after later-declared dependents.	RenderContext::LogicalFlush.m_drawPassCount: The declaration does not establish a nullable owner. Preserve its exact default/constructor value and source assertions; conversion or allocation failure must abort enclosing-owner publication.	Translate exactly as i32. Use the concrete i32 copied value type with the pinned signedness, width, enum discriminants, and record layout.	prepared	verified	cpp:renderer/include/rive/renderer/render_context.hpp:829;cpp:renderer/include/rive/renderer/render_context.hpp:829-829
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_context.hpp	RenderContext::LogicalFlush	m_simpleGradients	std::unordered_map<uint64_t, uint32_t>	834	all	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/render_context_hpp.rs	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/render_context_hpp.rs::render_context__logical_flush.m_simple_gradients (HashMap<u64, u32>)	Construct an empty LogicalFlush-owned map; insert the bit-exact two-ColorInt u64 key and copied u32 texel index only after capacity and texture-height checks succeed.	RenderContext::LogicalFlush.m_simpleGradients: Only methods of the enclosing source owner mutate this storage; iteration, growth, and cursor updates remain on the renderer recording thread unless the source explicitly synchronizes them.	CPU lookup owns copied u64/u32 values; the selected texel index and corresponding TwoTexelRamp are copied into pending GPU upload state.	Drop copied u64/u32 entries and then map buckets; no entry owns or borrows a gradient.	The empty map is exact; failed capacity/height checks insert nothing and no nullable key/value state exists.	Translate exactly as HashMap<u64, u32>; build the u64 key by byte-preserving the two ColorInt values and preserve u32 texel-index arithmetic.	prepared	verified	cpp:renderer/include/rive/renderer/render_context.hpp:834;cpp:renderer/include/rive/renderer/render_context.hpp:834-834;cpp:renderer/src/render_context.cpp:297-361;cpp:renderer/src/render_context.cpp:590-625
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_context.hpp	RenderContext::LogicalFlush	m_pendingSimpleGradDraws	std::vector<gpu::TwoTexelRamp>	835	all	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/render_context_hpp.rs	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/render_context_hpp.rs::render_context__logical_flush.m_pending_simple_grad_draws (Vec<gpu::TwoTexelRamp> owned value records)	Pinned declaration `std::vector<gpu::TwoTexelRamp> m_pendingSimpleGradDraws;` makes RenderContext::LogicalFlush.m_pendingSimpleGradDraws owned growable container. Construct it inside RenderContext::LogicalFlush and publish the enclosing owner only after this field's initializer and every earlier field initializer succeed.	RenderContext::LogicalFlush.m_pendingSimpleGradDraws: Only methods of the enclosing source owner mutate this storage; iteration, growth, and cursor updates remain on the renderer recording thread unless the source explicitly synchronizes them.	RenderContext::LogicalFlush.m_pendingSimpleGradDraws owns copied gpu::TwoTexelRamp records; snapshot or move their values into flush state when consumed, with no borrowed pointee lifetime.	Drop the owned gpu::TwoTexelRamp values in vector order, then release the Vec allocation; elements contain no pointer ownership.	The Vec has an exact empty state and allocation failure leaves the enclosing owner unchanged; there is no nullable element or external pointee.	Translate exactly as `Vec<gpu::TwoTexelRamp>`; each element is a pure owned value record and no borrowed-link representation is permitted.	prepared	verified	cpp:renderer/include/rive/renderer/render_context.hpp:835;cpp:renderer/include/rive/renderer/render_context.hpp:835-835
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_context.hpp	RenderContext::LogicalFlush	m_complexGradients	std::unordered_map<GradientContentKey, uint16_t, DeepHashGradient>	842	all	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/render_context_hpp.rs	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/render_context_hpp.rs::render_context__logical_flush.m_complex_gradients (HashMap<GradientContentKey, u16, DeepHashGradient>)	Construct an empty LogicalFlush-owned map; GradientContentKey takes one source-shaped Rcp<Gradient> immutable strong owner, and insertion moves that retained key only after height/capacity checks succeed.	RenderContext::LogicalFlush.m_complexGradients: Only methods of the enclosing source owner mutate this storage; iteration, growth, and cursor updates remain on the renderer recording thread unless the source explicitly synchronizes them.	Each key retains its immutable Gradient while DeepHashGradient reads every stop/color; pending upload also records the source gradient pointer, and both remain live through CPU upload preparation.	Dropping an entry drops GradientContentKey and releases exactly one intrusive Gradient retain; after every key releases, map buckets are freed.	GradientContentKey requires a non-null retained Gradient. Failed limits insert no key, and a moved key transfers its retain without incrementing or double-releasing.	Translate exactly as HashMap<GradientContentKey, u16, DeepHashGradient>, where GradientContentKey owns one immutable Rcp<Gradient>; Clone retains, move transfers, Drop releases once, equality and hashing compare complete stop/color contents.	prepared	verified	cpp:renderer/include/rive/renderer/render_context.hpp:842;cpp:renderer/include/rive/renderer/render_context.hpp:842-842;cpp:renderer/include/rive/renderer/render_context.hpp:54-71;cpp:renderer/src/render_context.cpp:93-128;cpp:renderer/src/render_context.cpp:627-655
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_context.hpp	RenderContext::LogicalFlush	m_pendingComplexGradDraws	std::vector<const Gradient *>	843	all	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/render_context_hpp.rs	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/render_context_hpp.rs::render_context__logical_flush.m_pending_complex_grad_draws (Vec<NonNull<const Gradient>> whose elements are borrowed)	Clang declares `std::vector<const Gradient *>`; the vector owns its storage while each element is a non-owning Gradient link.	RenderContext::LogicalFlush.m_pendingComplexGradDraws mutates only on the renderer recording thread at the source vector/allocator/value write sites.	RenderContext::LogicalFlush.m_pendingComplexGradDraws preserves its Clang-declared aggregate ownership; any borrowed elements or arena allocations remain valid through their source-defined consumption boundary.	Drop RenderContext::LogicalFlush.m_pendingComplexGradDraws according to the Clang-declared aggregate: container storage after elements, owned elements with their deleter, and borrowed elements without deleting pointees.	RenderContext::LogicalFlush.m_pendingComplexGradDraws is not a singular nullable pointer; allocation failure aborts the enclosing source operation without partial publication.	Translate the exact Clang type `std::vector<const Gradient *>` as `crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/render_context_hpp.rs::render_context__logical_flush.m_pending_complex_grad_draws (Vec<NonNull<const Gradient>> whose elements are borrowed)`; translation remains pending until its Luna unit receipts exist.	prepared	verified	cpp:renderer/include/rive/renderer/render_context.hpp:843;cpp:renderer/include/rive/renderer/render_context.hpp:843-843
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_context.hpp	RenderContext::LogicalFlush	m_pendingGradSpanCount	size_t	847	all	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/render_context_hpp.rs	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/render_context_hpp.rs::render_context__logical_flush.m_pending_grad_span_count (usize)	Pinned declaration `size_t m_pendingGradSpanCount;` makes RenderContext::LogicalFlush.m_pendingGradSpanCount copied value state. Construct it inside RenderContext::LogicalFlush and publish the enclosing owner only after this field's initializer and every earlier field initializer succeed.	RenderContext::LogicalFlush.m_pendingGradSpanCount: Only source methods of the enclosing owner may update this value; copy the exact write sites and keep renderer-recording-thread confinement unless the source declares synchronization.	RenderContext::LogicalFlush.m_pendingGradSpanCount is copied value state copied into or read while building flush state. Snapshot it before submission when consumed by GPU work; the plain value itself owns no completion resource.	RenderContext::LogicalFlush.m_pendingGradSpanCount: This field has no independent heap/native ownership and drops with the enclosing record after later-declared dependents.	RenderContext::LogicalFlush.m_pendingGradSpanCount: The declaration does not establish a nullable owner. Preserve its exact default/constructor value and source assertions; conversion or allocation failure must abort enclosing-owner publication.	Translate exactly as usize. Use the concrete usize copied value type with the pinned signedness, width, enum discriminants, and record layout.	prepared	verified	cpp:renderer/include/rive/renderer/render_context.hpp:847;cpp:renderer/include/rive/renderer/render_context.hpp:847-847
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_context.hpp	RenderContext::LogicalFlush	m_clips	std::vector<ClipInfo>	849	all	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/render_context_hpp.rs	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/render_context_hpp.rs::render_context__logical_flush.m_clips (Vec<ClipInfo> owned value records)	Pinned declaration `std::vector<ClipInfo> m_clips;` makes RenderContext::LogicalFlush.m_clips owned growable container. Construct it inside RenderContext::LogicalFlush and publish the enclosing owner only after this field's initializer and every earlier field initializer succeed.	RenderContext::LogicalFlush.m_clips: Only methods of the enclosing source owner mutate this storage; iteration, growth, and cursor updates remain on the renderer recording thread unless the source explicitly synchronizes them.	RenderContext::LogicalFlush.m_clips owns copied ClipInfo records; snapshot or move their values into flush state when consumed, with no borrowed pointee lifetime.	Drop the owned ClipInfo values in vector order, then release the Vec allocation; elements contain no pointer ownership.	The Vec has an exact empty state and allocation failure leaves the enclosing owner unchanged; there is no nullable element or external pointee.	Translate exactly as `Vec<ClipInfo>`; each element is a pure owned value record and no borrowed-link representation is permitted.	prepared	verified	cpp:renderer/include/rive/renderer/render_context.hpp:849;cpp:renderer/include/rive/renderer/render_context.hpp:849-849
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_context.hpp	RenderContext::LogicalFlush	m_draws	std::vector<DrawUniquePtr>	853	all	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/render_context_hpp.rs	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/render_context_hpp.rs::render_context__logical_flush.m_draws (Vec<Box<Draw>> with DrawReleaseRefs-equivalent drop)	Clang resolves `std::vector<DrawUniquePtr>` through the alias to unique_ptr<Draw, DrawReleaseRefs>; the vector owns every draw and must run the custom release semantics on drop.	RenderContext::LogicalFlush.m_draws mutates only on the renderer recording thread at the source vector/allocator/value write sites.	RenderContext::LogicalFlush.m_draws preserves its Clang-declared aggregate ownership; any borrowed elements or arena allocations remain valid through their source-defined consumption boundary.	Drop RenderContext::LogicalFlush.m_draws according to the Clang-declared aggregate: container storage after elements, owned elements with their deleter, and borrowed elements without deleting pointees.	RenderContext::LogicalFlush.m_draws is not a singular nullable pointer; allocation failure aborts the enclosing source operation without partial publication.	Translate the exact Clang type `std::vector<DrawUniquePtr>` as `crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/render_context_hpp.rs::render_context__logical_flush.m_draws (Vec<Box<Draw>> with DrawReleaseRefs-equivalent drop)`; translation remains pending until its Luna unit receipts exist.	prepared	verified	cpp:renderer/include/rive/renderer/render_context.hpp:853;cpp:renderer/include/rive/renderer/render_context.hpp:853-853
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_context.hpp	RenderContext::LogicalFlush	m_combinedDrawBounds	IAABB	854	all	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/render_context_hpp.rs	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/render_context_hpp.rs::render_context__logical_flush.m_combined_draw_bounds (IAABB)	Pinned declaration `IAABB m_combinedDrawBounds;` makes RenderContext::LogicalFlush.m_combinedDrawBounds copied value state. Construct it inside RenderContext::LogicalFlush and publish the enclosing owner only after this field's initializer and every earlier field initializer succeed.	RenderContext::LogicalFlush.m_combinedDrawBounds: Only source methods of the enclosing owner may update this value; copy the exact write sites and keep renderer-recording-thread confinement unless the source declares synchronization.	RenderContext::LogicalFlush.m_combinedDrawBounds is copied value state copied into or read while building flush state. Snapshot it before submission when consumed by GPU work; the plain value itself owns no completion resource.	RenderContext::LogicalFlush.m_combinedDrawBounds: This field has no independent heap/native ownership and drops with the enclosing record after later-declared dependents.	RenderContext::LogicalFlush.m_combinedDrawBounds: The declaration does not establish a nullable owner. Preserve its exact default/constructor value and source assertions; conversion or allocation failure must abort enclosing-owner publication.	Translate exactly as IAABB. Use the concrete IAABB copied value type with the pinned signedness, width, enum discriminants, and record layout.	prepared	verified	cpp:renderer/include/rive/renderer/render_context.hpp:854;cpp:renderer/include/rive/renderer/render_context.hpp:854-854
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_context.hpp	RenderContext::LogicalFlush	m_combinedDrawContents	gpu::DrawContents	855	all	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/render_context_hpp.rs	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/render_context_hpp.rs::render_context__logical_flush.m_combined_draw_contents (gpu::DrawContents)	Pinned declaration `gpu::DrawContents m_combinedDrawContents;` makes RenderContext::LogicalFlush.m_combinedDrawContents copied value state. Construct it inside RenderContext::LogicalFlush and publish the enclosing owner only after this field's initializer and every earlier field initializer succeed.	RenderContext::LogicalFlush.m_combinedDrawContents: Only source methods of the enclosing owner may update this value; copy the exact write sites and keep renderer-recording-thread confinement unless the source declares synchronization.	RenderContext::LogicalFlush.m_combinedDrawContents is copied value state copied into or read while building flush state. Snapshot it before submission when consumed by GPU work; the plain value itself owns no completion resource.	RenderContext::LogicalFlush.m_combinedDrawContents: This field has no independent heap/native ownership and drops with the enclosing record after later-declared dependents.	RenderContext::LogicalFlush.m_combinedDrawContents: The declaration does not establish a nullable owner. Preserve its exact default/constructor value and source assertions; conversion or allocation failure must abort enclosing-owner publication.	Translate exactly as gpu::DrawContents. Use the concrete gpu::DrawContents copied value type with the pinned signedness, width, enum discriminants, and record layout.	prepared	verified	cpp:renderer/include/rive/renderer/render_context.hpp:855;cpp:renderer/include/rive/renderer/render_context.hpp:855-855
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_context.hpp	RenderContext::LogicalFlush	m_pathPaddingCount	uint32_t	858	all	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/render_context_hpp.rs	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/render_context_hpp.rs::render_context__logical_flush.m_path_padding_count (u32)	Pinned declaration `uint32_t m_pathPaddingCount;` makes RenderContext::LogicalFlush.m_pathPaddingCount copied value state. Construct it inside RenderContext::LogicalFlush and publish the enclosing owner only after this field's initializer and every earlier field initializer succeed.	RenderContext::LogicalFlush.m_pathPaddingCount: Only source methods of the enclosing owner may update this value; copy the exact write sites and keep renderer-recording-thread confinement unless the source declares synchronization.	RenderContext::LogicalFlush.m_pathPaddingCount is copied value state copied into or read while building flush state. Snapshot it before submission when consumed by GPU work; the plain value itself owns no completion resource.	RenderContext::LogicalFlush.m_pathPaddingCount: This field has no independent heap/native ownership and drops with the enclosing record after later-declared dependents.	RenderContext::LogicalFlush.m_pathPaddingCount: The declaration does not establish a nullable owner. Preserve its exact default/constructor value and source assertions; conversion or allocation failure must abort enclosing-owner publication.	Translate exactly as u32. Use the concrete u32 copied value type with the pinned signedness, width, enum discriminants, and record layout.	prepared	verified	cpp:renderer/include/rive/renderer/render_context.hpp:858;cpp:renderer/include/rive/renderer/render_context.hpp:858-858
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_context.hpp	RenderContext::LogicalFlush	m_paintPaddingCount	uint32_t	859	all	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/render_context_hpp.rs	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/render_context_hpp.rs::render_context__logical_flush.m_paint_padding_count (u32)	Pinned declaration `uint32_t m_paintPaddingCount;` makes RenderContext::LogicalFlush.m_paintPaddingCount copied value state. Construct it inside RenderContext::LogicalFlush and publish the enclosing owner only after this field's initializer and every earlier field initializer succeed.	RenderContext::LogicalFlush.m_paintPaddingCount: Only source methods of the enclosing owner may update this value; copy the exact write sites and keep renderer-recording-thread confinement unless the source declares synchronization.	RenderContext::LogicalFlush.m_paintPaddingCount is copied value state copied into or read while building flush state. Snapshot it before submission when consumed by GPU work; the plain value itself owns no completion resource.	RenderContext::LogicalFlush.m_paintPaddingCount: This field has no independent heap/native ownership and drops with the enclosing record after later-declared dependents.	RenderContext::LogicalFlush.m_paintPaddingCount: The declaration does not establish a nullable owner. Preserve its exact default/constructor value and source assertions; conversion or allocation failure must abort enclosing-owner publication.	Translate exactly as u32. Use the concrete u32 copied value type with the pinned signedness, width, enum discriminants, and record layout.	prepared	verified	cpp:renderer/include/rive/renderer/render_context.hpp:859;cpp:renderer/include/rive/renderer/render_context.hpp:859-859
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_context.hpp	RenderContext::LogicalFlush	m_paintAuxPaddingCount	uint32_t	860	all	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/render_context_hpp.rs	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/render_context_hpp.rs::render_context__logical_flush.m_paint_aux_padding_count (u32)	Pinned declaration `uint32_t m_paintAuxPaddingCount;` makes RenderContext::LogicalFlush.m_paintAuxPaddingCount copied value state. Construct it inside RenderContext::LogicalFlush and publish the enclosing owner only after this field's initializer and every earlier field initializer succeed.	RenderContext::LogicalFlush.m_paintAuxPaddingCount: Only source methods of the enclosing owner may update this value; copy the exact write sites and keep renderer-recording-thread confinement unless the source declares synchronization.	RenderContext::LogicalFlush.m_paintAuxPaddingCount is copied value state copied into or read while building flush state. Snapshot it before submission when consumed by GPU work; the plain value itself owns no completion resource.	RenderContext::LogicalFlush.m_paintAuxPaddingCount: This field has no independent heap/native ownership and drops with the enclosing record after later-declared dependents.	RenderContext::LogicalFlush.m_paintAuxPaddingCount: The declaration does not establish a nullable owner. Preserve its exact default/constructor value and source assertions; conversion or allocation failure must abort enclosing-owner publication.	Translate exactly as u32. Use the concrete u32 copied value type with the pinned signedness, width, enum discriminants, and record layout.	prepared	verified	cpp:renderer/include/rive/renderer/render_context.hpp:860;cpp:renderer/include/rive/renderer/render_context.hpp:860-860
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_context.hpp	RenderContext::LogicalFlush	m_contourPaddingCount	uint32_t	861	all	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/render_context_hpp.rs	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/render_context_hpp.rs::render_context__logical_flush.m_contour_padding_count (u32)	Pinned declaration `uint32_t m_contourPaddingCount;` makes RenderContext::LogicalFlush.m_contourPaddingCount copied value state. Construct it inside RenderContext::LogicalFlush and publish the enclosing owner only after this field's initializer and every earlier field initializer succeed.	RenderContext::LogicalFlush.m_contourPaddingCount: Only source methods of the enclosing owner may update this value; copy the exact write sites and keep renderer-recording-thread confinement unless the source declares synchronization.	RenderContext::LogicalFlush.m_contourPaddingCount is copied value state copied into or read while building flush state. Snapshot it before submission when consumed by GPU work; the plain value itself owns no completion resource.	RenderContext::LogicalFlush.m_contourPaddingCount: This field has no independent heap/native ownership and drops with the enclosing record after later-declared dependents.	RenderContext::LogicalFlush.m_contourPaddingCount: The declaration does not establish a nullable owner. Preserve its exact default/constructor value and source assertions; conversion or allocation failure must abort enclosing-owner publication.	Translate exactly as u32. Use the concrete u32 copied value type with the pinned signedness, width, enum discriminants, and record layout.	prepared	verified	cpp:renderer/include/rive/renderer/render_context.hpp:861;cpp:renderer/include/rive/renderer/render_context.hpp:861-861
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_context.hpp	RenderContext::LogicalFlush	m_gradSpanPaddingCount	uint32_t	862	all	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/render_context_hpp.rs	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/render_context_hpp.rs::render_context__logical_flush.m_grad_span_padding_count (u32)	Pinned declaration `uint32_t m_gradSpanPaddingCount;` makes RenderContext::LogicalFlush.m_gradSpanPaddingCount copied value state. Construct it inside RenderContext::LogicalFlush and publish the enclosing owner only after this field's initializer and every earlier field initializer succeed.	RenderContext::LogicalFlush.m_gradSpanPaddingCount: Only source methods of the enclosing owner may update this value; copy the exact write sites and keep renderer-recording-thread confinement unless the source declares synchronization.	RenderContext::LogicalFlush.m_gradSpanPaddingCount is copied value state copied into or read while building flush state. Snapshot it before submission when consumed by GPU work; the plain value itself owns no completion resource.	RenderContext::LogicalFlush.m_gradSpanPaddingCount: This field has no independent heap/native ownership and drops with the enclosing record after later-declared dependents.	RenderContext::LogicalFlush.m_gradSpanPaddingCount: The declaration does not establish a nullable owner. Preserve its exact default/constructor value and source assertions; conversion or allocation failure must abort enclosing-owner publication.	Translate exactly as u32. Use the concrete u32 copied value type with the pinned signedness, width, enum discriminants, and record layout.	prepared	verified	cpp:renderer/include/rive/renderer/render_context.hpp:862;cpp:renderer/include/rive/renderer/render_context.hpp:862-862
